State,Start Time,Duration
1,2024-12-11 07:57:14,0.2080059051513672
1,2024-12-11 12:20:54,0.18571233749389648
1,2024-12-11 12:32:46,0.1794908046722412
1,2024-12-11 12:38:26,0.17557454109191895
1,2024-12-11 12:40:03,0.18131208419799805
1,2024-12-11 12:46:26,0.17683911323547363
1,2024-12-11 12:47:34,0.17833280563354492
1,2024-12-11 12:48:33,0.20517992973327637
1,2024-12-11 12:49:17,0.18654894828796387
1,2024-12-11 12:51:18,2.524174213409424
0,2024-12-11 12:51:21,5.8884899616241455
1,2024-12-11 12:51:27,38.97049593925476
0,2024-12-11 12:52:06,11.764142990112305
1,2024-12-11 12:52:17,19.156038522720337
0,2024-12-11 12:52:37,89.77996444702148
1,2024-12-11 12:54:06,34.105252742767334
0,2024-12-11 12:54:41,48.258427143096924
1,2024-12-11 12:55:29,21.66429042816162
0,2024-12-11 12:55:50,37.049072265625
1,2024-12-11 12:56:27,4.970089435577393
0,2024-12-11 12:56:32,4.831282377243042
1,2024-12-11 12:56:37,4.703813552856445
0,2024-12-11 12:57:33,6.551906585693359
1,2024-12-11 12:57:40,8.243232727050781
0,2024-12-11 12:58:38,7.219232082366943
1,2024-12-11 12:58:46,8.487557888031006
0,2024-12-11 12:58:54,5.920069932937622
1,2024-12-11 12:59:00,59.26784896850586
0,2024-12-11 12:59:59,3.536027193069458
1,2024-12-11 13:00:03,1.175224781036377
0,2024-12-11 13:00:04,4.699730396270752
1,2024-12-11 13:00:09,10.598151445388794
0,2024-12-11 13:00:19,1.177858591079712
1,2024-12-11 13:00:20,44.07373929023743
0,2024-12-11 13:01:05,1.1797008514404297
1,2024-12-11 13:01:06,21.201470375061035
0,2024-12-11 13:01:27,1.2025959491729736
1,2024-12-11 13:01:28,48.77320146560669
0,2024-12-11 13:02:17,8.471368074417114
1,2024-12-11 13:27:42,3.7569713592529297
0,2024-12-11 13:27:45,1.171311378479004
1,2024-12-11 13:27:47,200.2853856086731
1,2024-12-11 13:34:01,2.5216572284698486
0,2024-12-11 13:34:04,3.5875213146209717
1,2024-12-11 13:34:07,12.26406741142273
0,2024-12-11 13:34:19,7.060614585876465
1,2024-12-11 14:08:40,193.2010989189148
0,2024-12-11 14:11:53,2.813495635986328
1,2024-12-11 14:11:56,26.697025299072266
0,2024-12-11 14:32:15,21.78331708908081
1,2024-12-11 14:32:37,2.397144079208374
0,2024-12-11 14:32:39,7.108963251113892
1,2024-12-11 14:32:46,1.1814932823181152
0,2024-12-11 14:32:47,1.1854660511016846
1,2024-12-11 14:32:49,4.742715835571289
0,2024-12-11 14:32:53,11.86307668685913
1,2024-12-11 14:33:05,1.2055718898773193
0,2024-12-11 14:33:06,1.209190845489502
1,2024-12-11 14:33:08,4.776194095611572
0,2024-12-11 14:33:12,2.3636691570281982
1,2024-12-11 14:33:15,4.722343683242798
0,2024-12-11 14:33:20,1.180974006652832
1,2024-12-11 14:33:21,4.731472730636597
0,2024-12-11 14:33:25,1.1816329956054688
1,2024-12-11 14:33:27,5.921327352523804
0,2024-12-11 14:33:33,1.1824331283569336
1,2024-12-11 14:33:34,4.7298924922943115
0,2024-12-11 14:33:38,1.182706594467163
1,2024-12-11 14:33:40,5.929479360580444
0,2024-12-11 14:33:46,1.1910619735717773
1,2024-12-11 14:33:47,4.757168292999268
0,2024-12-11 14:33:52,1.184178352355957
1,2024-12-11 14:33:53,4.748336553573608
0,2024-12-11 14:33:57,1.1846575736999512
1,2024-12-11 14:33:59,5.941596746444702
0,2024-12-11 14:34:05,1.2488296031951904
1,2024-12-11 14:34:06,3.626558303833008
0,2024-12-11 14:34:09,1.1936874389648438
1,2024-12-11 14:34:11,4.777418375015259
0,2024-12-11 14:34:15,2.3725008964538574
1,2024-12-11 14:34:18,4.754999399185181
0,2024-12-11 14:34:23,1.1829826831817627
1,2024-12-11 14:34:24,4.744880199432373
0,2024-12-11 14:34:28,1.186612606048584
1,2024-12-11 14:34:30,4.73552680015564
0,2024-12-11 14:34:34,2.369168996810913
1,2024-12-11 14:34:37,4.7489705085754395
0,2024-12-11 14:34:42,1.1880786418914795
1,2024-12-11 14:34:43,4.761285781860352
0,2024-12-11 14:34:47,1.1851778030395508
1,2024-12-11 14:34:49,4.764833688735962
0,2024-12-11 14:34:53,2.3735508918762207
1,2024-12-11 14:34:56,4.74941611289978
0,2024-12-11 14:35:01,1.191192626953125
1,2024-12-11 14:35:02,4.766851425170898
0,2024-12-11 14:35:07,1.1834609508514404
1,2024-12-11 14:35:08,4.748072147369385
0,2024-12-11 14:35:12,2.409379005432129
1,2024-12-11 14:35:15,3.7956619262695312
0,2024-12-11 14:35:19,1.1873929500579834
1,2024-12-11 14:35:20,4.749282121658325
0,2024-12-11 14:35:25,1.192107915878296
1,2024-12-11 14:35:26,4.731101036071777
0,2024-12-11 14:35:31,1.1756210327148438
1,2024-12-11 14:35:32,5.920655012130737
0,2024-12-11 14:35:38,1.1768162250518799
1,2024-12-11 14:35:39,4.736721754074097
0,2024-12-11 14:35:44,1.1867821216583252
1,2024-12-11 14:35:45,4.72362756729126
0,2024-12-11 14:35:49,2.366166830062866
1,2024-12-11 14:35:52,4.743444204330444
0,2024-12-11 14:35:57,1.191725730895996
1,2024-12-11 14:35:58,4.74277400970459
0,2024-12-11 14:36:02,1.1816143989562988
1,2024-12-11 14:36:04,5.931935787200928
0,2024-12-11 14:36:10,1.1917245388031006
1,2024-12-11 14:36:11,4.779967784881592
0,2024-12-11 14:36:16,1.1955182552337646
1,2024-12-11 14:36:17,4.750531435012817
0,2024-12-11 14:36:22,1.182821273803711
1,2024-12-11 14:36:23,4.732673645019531
0,2024-12-11 14:36:27,2.389457941055298
1,2024-12-11 14:36:30,4.767082214355469
0,2024-12-11 14:36:35,1.208817958831787
1,2024-12-11 14:36:36,4.7794342041015625
0,2024-12-11 14:36:41,1.1958668231964111
1,2024-12-11 14:36:42,4.760829210281372
0,2024-12-11 14:36:47,1.1814680099487305
1,2024-12-11 14:36:48,4.747686386108398
0,2024-12-11 14:36:52,1.1870133876800537
1,2024-12-11 14:36:54,5.932935953140259
0,2024-12-11 14:37:00,1.1957447528839111
1,2024-12-11 14:37:01,4.760982275009155
0,2024-12-11 14:37:06,1.1903188228607178
1,2024-12-11 14:37:07,4.7691991329193115
0,2024-12-11 14:37:11,1.1918079853057861
1,2024-12-11 14:37:13,4.744003772735596
0,2024-12-11 14:37:17,2.3714022636413574
1,2024-12-11 14:38:52,0.18398094177246094
1,2024-12-11 14:40:37,0.18297457695007324
